date,g_2,sw_out,lw_out,t_min,EToF,sw_in,H_corr,ebc_cf,EToF_filtered,flux_corr,ws,DOY_x,wd,energy,g_1,lw_in,LE_corr,t_avg,H,Rn,DOY_y,flux,ebr_5day_clim,ebr_corr,G,ebr,Corrected_Soil_Heat_Flux_Plates_Average_Plate_1_2_3_and_4,rso,LE,t_max,ET_fill,LE_subday_gaps,ppt,ET_corr,gridMET_ETo,ET,gridMET_ETr,Rn_subday_gaps,ET_gap,G_subday_gaps,ET_fill_val,H_subday_gaps,gridMET_prcp,3x3_ENSEMBLE
10/31/2022,-7.203189443,38.04111828,328.8613575,-1.837883644,0.753703171,165.4044456,10.74547082,1.036569018,0.761293271,64.74953393,1.540434839,289,188.3778395,65.04134075,-6.063657341,259.340793,53.33114002,8.834307607,10.17674399,57.84310685,289,61.48629426,0.812677172,0.993797442,-6.633423392,0.953622877,-6.633423392,183.2956338,51.30955026,19.59799229,60.00922028,1,61.468,57.65940205,79.1000009,55.46667527,117.8000011,0,1,1,,1,11.3,62.10941587
11/30/2022,-9.042963165,43.65809861,354.9873611,-11.22719973,0.783620904,84.47769097,0.880882584,1.604489857,0.767215651,18.50106226,1.893552087,319.5,176.3846005,15.18360391,-10.7737185,319.4354167,16.4155898,-4.438931822,0.386052177,5.270233333,319.5,12.37132522,0.687701767,1.13915461,-9.913370572,0.778599553,-9.908340832,127.8272521,11.43589504,1.983398833,17.33280086,0,13.97,16.98308881,24.00000004,11.83695473,36.10000034,0,1,3,,0,21.60000024,14
12/31/2022,-2.905631913,54.0133829,360.9516523,-12.16861113,0.764721277,63.88592026,,1.562008659,0.453051741,,2.546481763,350,218.5351413,-4.19593209,-3.260540469,343.7728448,5.480695334,-5.94543188,,-7.307369971,350,,0.698943996,,-3.111437882,,-3.083086191,104.3329808,3.423625231,-1.402435161,5.28338239,2,33.39662069,5.861424435,11.00000004,3.65799383,16.4000002,0,3,4,,2,46.0000003,2
1/31/2023,,,,-8.12620537,,,,1.13767785,0.743509134,,,16,,,,,11.59155332,,,,16,,0.775767311,,,,,118.3658296,,1.266673186,13.86473982,7,,12.48558243,18.90000008,,29.10000048,0,9,9,,7,20.0000004,5.222755013
2/28/2023,-3.463331049,33.57511533,358.935119,-7.218849157,,130.2480692,8.291244516,1.380004504,0.971914089,42.07930262,2.725744284,45.5,213.5607733,38.22007251,-6.055220563,295.7456101,33.78805811,-2.372533154,5.887141466,33.4849375,45.5,30.32438868,0.759565373,1.100973909,-4.73513501,0.793415258,-4.759275806,164.7773697,24.43724721,2.951139306,34.06030763,1,1.524,32.61990483,35.70000086,23.59261921,53.4000008,0,0,1,,1,4.1000001,11.6673932
3/31/2023,2.429399249,57.40759207,353.8610887,-6.01335721,1.122122689,161.5834147,11.17280403,1.351527923,0.982709528,56.26943769,2.968149703,75,200.8188751,55.17347369,0.879348873,306.4196909,44.37283309,-1.031419779,9.325764354,56.73399933,75,44.19700402,0.770995426,1.006745333,1.560525635,0.801055309,1.654374061,232.3162137,34.87123967,3.270618313,42.92512504,0,49.784,47.5046819,42.10000038,37.32855902,55.30000044,0,1,2,,0,72.50000154,29.33347864
4/30/2023,7.219584488,46.03657153,351.5625694,-1.093481118,0.712144775,228.2635104,42.67916371,1.082448656,0.711294644,98.55890708,2.740365472,105.5,175.4261642,101.4588725,5.887332397,277.5547222,55.18610863,5.75259383,39.3995286,108.2188139,105.5,91.0887477,0.836877403,0.964580721,6.759941384,0.892086846,6.553458443,302.5450883,51.11059694,12.5017066,61.6374897,1,15.748,57.56499399,89.9000005,53.31726638,119.6000005,0,0,1,,1,24.00000068,55.22101133
5/31/2023,5.953630107,53.60137231,342.4539651,5.389940368,1.010595868,285.5351868,24.66463946,1.004687123,1.000734563,159.2203563,1.931617902,136,176.3027057,160.9510301,5.538907869,277.218078,135.3548964,12.67088941,24.12460267,166.6972991,136,160.9912724,0.854756123,0.994212561,5.746268988,0.998551574,5.746268988,353.2980246,136.5933017,19.60556835,144.6657137,1,138.938,146.8198219,143.0000013,148.1625379,178.7000016,0,1,0,,1,51.20000122,114.8879686
6/30/2023,2.106858558,60.97612284,337.2575431,5.667288696,0.95312921,289.3911114,30.73212773,1.144051667,0.932065464,160.8434076,1.384728568,166.5,172.5637461,163.114366,1.884067519,273.9443247,129.1144137,14.43467524,26.13350237,165.109829,166.5,144.5683304,0.816713843,0.979966053,1.995463038,0.866983539,1.995463038,374.4020358,115.2839679,22.047595,132.7883147,2,14.18896552,135.6847344,144.0000018,121.127545,176.7000023,0,2,1,,2,46.20000034,125.7781168
7/31/2023,1.959666091,67.14769422,322.0764785,9.627376258,0.939303612,340.0184113,11.2285947,1.269185993,0.934109968,189.1649437,1.681966014,197,168.3766341,186.9398823,1.325726062,237.7483199,177.936349,21.04600862,7.839637641,188.5466445,197,149.8744836,0.820584849,1.01190255,1.606762176,0.801725569,1.642696077,362.7539431,142.0348459,29.99550613,193.8759794,1,215.392,194.424267,207.7000015,155.1985305,274.600005,0,0,1,,1,2,172.4468178
8/31/2023,-1.555328127,53.16634341,325.7415995,9.957584871,0.923633838,255.4522198,5.4964377,1.309104646,0.916175651,140.0286649,1.60063179,228,170.5320386,140.2801377,-0.467769795,262.7211022,136.1431571,19.20120189,4.328674598,139.2685887,228,109.2036834,0.832521603,1.009691017,-1.011548961,0.778468607,-1.011548961,319.7596662,104.8750088,27.33098548,145.3033537,68,91.186,148.5257319,158.3000019,114.4014218,207.9000026,0,2,0,,68,41.1000001,141.4446382
9/30/2023,-3.706824232,44.55218056,331.9470139,3.646097928,0.779386536,211.1800556,17.13682045,1.26615473,0.800313817,101.3473495,1.622156071,258.5,168.2753735,102.9870358,-4.035103929,264.1511806,84.21052908,12.95596466,13.66017611,98.83345278,258.5,79.47200169,0.834142557,0.984078712,-4.153583,0.771669959,-3.87096408,254.5784399,65.81182558,21.62719977,90.14534105,0,48.518,88.4476615,110.4000017,69.11794241,152.3000012,0,0,3,,0,9.7,91.55579773
10/31/2023,-4.189147342,32.05420833,340.491129,-0.076324697,0.566102545,143.6478286,15.38890438,1.296590348,0.565959869,49.56679411,1.708121828,289,190.5824524,53.41381667,-5.047647047,277.7424059,34.31527001,8.045790213,11.72721667,48.84424866,289,38.37099619,0.812677172,0.930549013,-4.569568016,0.721697791,-4.618397194,183.2956338,26.82141682,16.49305477,37.97315236,0,12.954,37.10032282,66.10000094,29.0001743,95.6000007,0,0,1,,0,15.30000018,46.44420227
11/30/2023,-7.221867707,19.48167361,346.15,-4.288753193,0.725094403,92.39290486,9.117878414,1.476342199,0.511801561,26.04737425,1.777467536,319.5,212.2937495,27.02291228,-6.857114252,293.8215278,16.92949583,2.015995146,6.163072222,20.58244167,319.5,17.58488297,0.687701767,0.963899597,-6.440470617,0.650739742,-7.039490979,127.8272521,11.42181074,8.6699627,14.78642743,0,21.59,17.57777824,30.30000038,11.85914431,45.60000096,0,0,4,,0,23.0000004,17.77724499
12/31/2023,,,,-2.9142659,,,,1.462727799,0.506274053,,,350,,,,,8.397823466,,,,350,,0.698943996,,,,,104.3329808,,3.507587536,9.132988864,8,,9.069893167,20.00000024,,31.90000044,0,15,7,,8,33.0000001,10.44333043
1/31/2024,,,,-5.613329484,,,,1.380899616,0.553926867,,,13,,,,,10.95696817,,,,13,,0.777393456,,,,,114.7958488,,1.576484152,8.704360973,,,11.79615319,17.36000005,,26.04000042,,11.16,,,,58.90000017,
